PASSENGERS,UNIQUE_CARRIER,UNIQUE_CARRIER_NAME,ORIGIN_AIRPORT_ID,ORIGIN,DEST_AIRPORT_ID,DEST,YEAR
0.00,1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",10540,BED,12339,IND,2025
0.00,1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",10747,BRO,13198,MCI,2025
0.00,1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",10792,BUF,13198,MCI,2025
0.00,1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",10821,BWI,12478,JFK,2025
0.00,1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",11066,CMH,11995,GSO,2025
0.00,1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",11066,CMH,12884,LAN,2025
0.00,1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",11066,CMH,13198,MCI,2025
0.00,1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",11973,GPT,11973,GPT,2025
0.00,1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",11995,GSO,11066,CMH,2025
0.00,1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",12173,HNL,12549,JRF,2025
0.00,1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",12206,HRL,13667,NGU,2025
0.00,1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",12478,JFK,11982,GRK,2025
0.00,1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",12549,JRF,12173,HNL,2025
0.00,1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",13198,MCI,11066,CMH,2025
0.00,1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",13198,MCI,12206,HRL,2025
0.00,1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",13198,MCI,12206,HRL,2025
0.00,1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",13198,MCI,12478,JFK,2025
0.00,1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",13930,ORD,13198,MCI,2025
0.00,1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",14100,PHL,13198,MCI,2025
0.00,1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",14843,SJU,12206,HRL,2025
0.00,1YQ,"Air Charter, Inc d/b/a Air Flamenco",11126,CPX,14843,SJU,2025
0.00,1YQ,"Air Charter, Inc d/b/a Air Flamenco",11126,CPX,14843,SJU,2025
0.00,1YQ,"Air Charter, Inc d/b/a Air Flamenco",11126,CPX,14843,SJU,2025
0.00,1YQ,"Air Charter, Inc d/b/a Air Flamenco",11126,CPX,15626,VQS,2025
0.00,1YQ,"Air Charter, Inc d/b/a Air Flamenco",14843,SJU,11126,CPX,2025
0.00,1YQ,"Air Charter, Inc d/b/a Air Flamenco",14843,SJU,11126,CPX,2025
0.00,1YQ,"Air Charter, Inc d/b/a Air Flamenco",14843,SJU,11126,CPX,2025
0.00,1YQ,"Air Charter, Inc d/b/a Air Flamenco",14843,SJU,11126,CPX,2025
0.00,1YQ,"Air Charter, Inc d/b/a Air Flamenco",14843,SJU,15024,STT,2025
0.00,1YQ,"Air Charter, Inc d/b/a Air Flamenco",14843,SJU,15024,STT,2025
0.00,1YQ,"Air Charter, Inc d/b/a Air Flamenco",14843,SJU,15024,STT,2025
0.00,1YQ,"Air Charter, Inc d/b/a Air Flamenco",14843,SJU,15024,STT,2025
0.00,1YQ,"Air Charter, Inc d/b/a Air Flamenco",14843,SJU,15027,STX,2025
0.00,1YQ,"Air Charter, Inc d/b/a Air Flamenco",14843,SJU,15027,STX,2025
0.00,1YQ,"Air Charter, Inc d/b/a Air Flamenco",14843,SJU,15027,STX,2025
0.00,1YQ,"Air Charter, Inc d/b/a Air Flamenco",14843,SJU,15027,STX,2025
0.00,1YQ,"Air Charter, Inc d/b/a Air Flamenco",14843,SJU,15626,VQS,2025
0.00,1YQ,"Air Charter, Inc d/b/a Air Flamenco",14843,SJU,15626,VQS,2025
0.00,1YQ,"Air Charter, Inc d/b/a Air Flamenco",14843,SJU,15626,VQS,2025
0.00,1YQ,"Air Charter, Inc d/b/a Air Flamenco",14843,SJU,15626,VQS,2025
0.00,1YQ,"Air Charter, Inc d/b/a Air Flamenco",15024,STT,14843,SJU,2025
0.00,1YQ,"Air Charter, Inc d/b/a Air Flamenco",15024,STT,14843,SJU,2025
0.00,1YQ,"Air Charter, Inc d/b/a Air Flamenco",15024,STT,14843,SJU,2025
0.00,1YQ,"Air Charter, Inc d/b/a Air Flamenco",15027,STX,11126,CPX,2025
0.00,1YQ,"Air Charter, Inc d/b/a Air Flamenco",15027,STX,14843,SJU,2025
0.00,1YQ,"Air Charter, Inc d/b/a Air Flamenco",15027,STX,14843,SJU,2025
0.00,1YQ,"Air Charter, Inc d/b/a Air Flamenco",15027,STX,14843,SJU,2025
0.00,1YQ,"Air Charter, Inc d/b/a Air Flamenco",15027,STX,15024,STT,2025
0.00,1YQ,"Air Charter, Inc d/b/a Air Flamenco",15626,VQS,11126,CPX,2025
0.00,1YQ,"Air Charter, Inc d/b/a Air Flamenco",15626,VQS,14843,SJU,2025
0.00,1YQ,"Air Charter, Inc d/b/a Air Flamenco",15626,VQS,14843,SJU,2025
0.00,1YQ,"Air Charter, Inc d/b/a Air Flamenco",15626,VQS,14843,SJU,2025
0.00,27Q,"Jet Aviation Flight Services, Inc.",10208,AGS,13898,OPF,2025
0.00,27Q,"Jet Aviation Flight Services, Inc.",10325,APA,10800,BUR,2025
0.00,27Q,"Jet Aviation Flight Services, Inc.",10325,APA,14530,RIL,2025
0.00,27Q,"Jet Aviation Flight Services, Inc.",10372,ASE,10325,APA,2025
0.00,27Q,"Jet Aviation Flight Services, Inc.",10372,ASE,11292,DEN,2025
0.00,27Q,"Jet Aviation Flight Services, Inc.",10372,ASE,11292,DEN,2025
0.00,27Q,"Jet Aviation Flight Services, Inc.",10372,ASE,13232,MDW,2025
0.00,27Q,"Jet Aviation Flight Services, Inc.",10397,ATL,12191,HOU,2025
0.00,27Q,"Jet Aviation Flight Services, Inc.",10423,AUS,12266,IAH,2025
0.00,27Q,"Jet Aviation Flight Services, Inc.",10423,AUS,14831,SJC,2025
0.00,27Q,"Jet Aviation Flight Services, Inc.",10519,BCT,13898,OPF,2025
0.00,27Q,"Jet Aviation Flight Services, Inc.",10519,BCT,15030,SUA,2025
0.00,27Q,"Jet Aviation Flight Services, Inc.",10540,BED,14122,PIT,2025
0.00,27Q,"Jet Aviation Flight Services, Inc.",10540,BED,15167,TEB,2025
0.00,27Q,"Jet Aviation Flight Services, Inc.",10540,BED,15167,TEB,2025
0.00,27Q,"Jet Aviation Flight Services, Inc.",10559,BFI,10800,BUR,2025
0.00,27Q,"Jet Aviation Flight Services, Inc.",10559,BFI,12892,LAX,2025
0.00,27Q,"Jet Aviation Flight Services, Inc.",10559,BFI,14869,SLC,2025
0.00,27Q,"Jet Aviation Flight Services, Inc.",10559,BFI,15618,VNY,2025
0.00,27Q,"Jet Aviation Flight Services, Inc.",10561,BFL,15769,WJF,2025
0.00,27Q,"Jet Aviation Flight Services, Inc.",10599,BHM,12191,HOU,2025
0.00,27Q,"Jet Aviation Flight Services, Inc.",10599,BHM,12197,HPN,2025
0.00,27Q,"Jet Aviation Flight Services, Inc.",10670,BLM,15825,CWF,2025
0.00,27Q,"Jet Aviation Flight Services, Inc.",10721,BOS,14027,PBI,2025
0.00,27Q,"Jet Aviation Flight Services, Inc.",10800,BUR,10559,BFI,2025
0.00,27Q,"Jet Aviation Flight Services, Inc.",10800,BUR,12892,LAX,2025
0.00,27Q,"Jet Aviation Flight Services, Inc.",10800,BUR,12892,LAX,2025
0.00,27Q,"Jet Aviation Flight Services, Inc.",10800,BUR,14689,SBA,2025
0.00,27Q,"Jet Aviation Flight Services, Inc.",10800,BUR,14712,SCF,2025
0.00,27Q,"Jet Aviation Flight Services, Inc.",10800,BUR,14831,SJC,2025
0.00,27Q,"Jet Aviation Flight Services, Inc.",10800,BUR,15618,VNY,2025
0.00,27Q,"Jet Aviation Flight Services, Inc.",10821,BWI,12264,IAD,2025
0.00,27Q,"Jet Aviation Flight Services, Inc.",10821,BWI,12264,IAD,2025
0.00,27Q,"Jet Aviation Flight Services, Inc.",10849,BZN,13232,MDW,2025
0.00,27Q,"Jet Aviation Flight Services, Inc.",11041,CLD,10800,BUR,2025
0.00,27Q,"Jet Aviation Flight Services, Inc.",11041,CLD,14262,PSP,2025
0.00,27Q,"Jet Aviation Flight Services, Inc.",11259,DAL,12266,IAH,2025
0.00,27Q,"Jet Aviation Flight Services, Inc.",11259,DAL,12266,IAH,2025
0.00,27Q,"Jet Aviation Flight Services, Inc.",11259,DAL,12278,ICT,2025
0.00,27Q,"Jet Aviation Flight Services, Inc.",11259,DAL,12320,ILG,2025
0.00,27Q,"Jet Aviation Flight Services, Inc.",11259,DAL,14792,SGR,2025
0.00,27Q,"Jet Aviation Flight Services, Inc.",11259,DAL,14831,SJC,2025
0.00,27Q,"Jet Aviation Flight Services, Inc.",11259,DAL,14996,SSI,2025
0.00,27Q,"Jet Aviation Flight Services, Inc.",11292,DEN,10372,ASE,2025
0.00,27Q,"Jet Aviation Flight Services, Inc.",11292,DEN,10372,ASE,2025
0.00,27Q,"Jet Aviation Flight Services, Inc.",11292,DEN,13232,MDW,2025
0.00,27Q,"Jet Aviation Flight Services, Inc.",11433,DTW,12197,HPN,2025
0.00,27Q,"Jet Aviation Flight Services, Inc.",11503,EGE,13891,ONT,2025
0.00,27Q,"Jet Aviation Flight Services, Inc.",11618,EWR,15167,TEB,2025
0.00,27Q,"Jet Aviation Flight Services, Inc.",11637,FAR,14252,PSC,2025
0.00,27Q,"Jet Aviation Flight Services, Inc.",11790,FTY,14986,SRQ,2025
0.00,27Q,"Jet Aviation Flight Services, Inc.",12173,HNL,12982,LIH,2025
0.00,27Q,"Jet Aviation Flight Services, Inc.",12191,HOU,10599,BHM,2025
0.00,27Q,"Jet Aviation Flight Services, Inc.",12191,HOU,13930,ORD,2025
0.00,27Q,"Jet Aviation Flight Services, Inc.",12197,HPN,10329,APF,2025
0.00,27Q,"Jet Aviation Flight Services, Inc.",12197,HPN,11764,FRG,2025
0.00,27Q,"Jet Aviation Flight Services, Inc.",12197,HPN,12264,IAD,2025
0.00,27Q,"Jet Aviation Flight Services, Inc.",12197,HPN,12264,IAD,2025
0.00,27Q,"Jet Aviation Flight Services, Inc.",12197,HPN,12264,IAD,2025
0.00,27Q,"Jet Aviation Flight Services, Inc.",12197,HPN,15167,TEB,2025
0.00,27Q,"Jet Aviation Flight Services, Inc.",12197,HPN,15167,TEB,2025
0.00,27Q,"Jet Aviation Flight Services, Inc.",12197,HPN,15447,UGN,2025
0.00,27Q,"Jet Aviation Flight Services, Inc.",12211,HSH,14530,RIL,2025
0.00,27Q,"Jet Aviation Flight Services, Inc.",12244,HVN,11259,DAL,2025
0.00,27Q,"Jet Aviation Flight Services, Inc.",12244,HVN,13303,MIA,2025
0.00,27Q,"Jet Aviation Flight Services, Inc.",12264,IAD,11790,FTY,2025
0.00,27Q,"Jet Aviation Flight Services, Inc.",12264,IAD,12197,HPN,2025
0.00,27Q,"Jet Aviation Flight Services, Inc.",12264,IAD,13930,ORD,2025
0.00,27Q,"Jet Aviation Flight Services, Inc.",12264,IAD,14986,SRQ,2025
0.00,27Q,"Jet Aviation Flight Services, Inc.",12264,IAD,15167,TEB,2025
0.00,27Q,"Jet Aviation Flight Services, Inc.",12264,IAD,16497,AL6,2025
0.00,27Q,"Jet Aviation Flight Services, Inc.",12266,IAH,10423,AUS,2025
0.00,27Q,"Jet Aviation Flight Services, Inc.",12266,IAH,11259,DAL,2025
0.00,27Q,"Jet Aviation Flight Services, Inc.",12320,ILG,11259,DAL,2025
0.00,27Q,"Jet Aviation Flight Services, Inc.",12343,INL,13029,LNK,2025
0.00,27Q,"Jet Aviation Flight Services, Inc.",12402,ITO,13830,OGG,2025
0.00,27Q,"Jet Aviation Flight Services, Inc.",12758,KOA,12982,LIH,2025
0.00,27Q,"Jet Aviation Flight Services, Inc.",12889,LAS,14771,SFO,2025
0.00,27Q,"Jet Aviation Flight Services, Inc.",12892,LAX,10559,BFI,2025
0.00,27Q,"Jet Aviation Flight Services, Inc.",12892,LAX,10800,BUR,2025
0.00,27Q,"Jet Aviation Flight Services, Inc.",12892,LAX,12954,LGB,2025
0.00,27Q,"Jet Aviation Flight Services, Inc.",12892,LAX,15376,TUS,2025
0.00,27Q,"Jet Aviation Flight Services, Inc.",13034,LNY,13830,OGG,2025
0.00,27Q,"Jet Aviation Flight Services, Inc.",13061,LRD,14683,SAT,2025
0.00,27Q,"Jet Aviation Flight Services, Inc.",13232,MDW,14320,PWK,2025
0.00,27Q,"Jet Aviation Flight Services, Inc.",13232,MDW,14320,PWK,2025
0.00,27Q,"Jet Aviation Flight Services, Inc.",13232,MDW,14524,RIC,2025
0.00,27Q,"Jet Aviation Flight Services, Inc.",13232,MDW,14530,RIL,2025
0.00,27Q,"Jet Aviation Flight Services, Inc.",13232,MDW,15447,UGN,2025
0.00,27Q,"Jet Aviation Flight Services, Inc.",13232,MDW,15447,UGN,2025
0.00,27Q,"Jet Aviation Flight Services, Inc.",13303,MIA,10599,BHM,2025
0.00,27Q,"Jet Aviation Flight Services, Inc.",13303,MIA,12244,HVN,2025
0.00,27Q,"Jet Aviation Flight Services, Inc.",13398,MMU,12197,HPN,2025
0.00,27Q,"Jet Aviation Flight Services, Inc.",13476,MRY,14831,SJC,2025
0.00,27Q,"Jet Aviation Flight Services, Inc.",13495,MSY,13898,OPF,2025
0.00,27Q,"Jet Aviation Flight Services, Inc.",13502,MTJ,15020,STP,2025
0.00,27Q,"Jet Aviation Flight Services, Inc.",13796,OAK,10800,BUR,2025
0.00,27Q,"Jet Aviation Flight Services, Inc.",13796,OAK,12191,HOU,2025
0.00,27Q,"Jet Aviation Flight Services, Inc.",13796,OAK,15447,UGN,2025
0.00,27Q,"Jet Aviation Flight Services, Inc.",13891,ONT,12441,JAC,2025
0.00,27Q,"Jet Aviation Flight Services, Inc.",13898,OPF,11697,FLL,2025
0.00,27Q,"Jet Aviation Flight Services, Inc.",13898,OPF,13418,MNZ,2025
0.00,27Q,"Jet Aviation Flight Services, Inc.",13898,OPF,14027,PBI,2025
0.00,27Q,"Jet Aviation Flight Services, Inc.",13898,OPF,14685,SAV,2025
0.00,27Q,"Jet Aviation Flight Services, Inc.",13898,OPF,15030,SUA,2025
0.00,27Q,"Jet Aviation Flight Services, Inc.",13898,OPF,15030,SUA,2025
0.00,27Q,"Jet Aviation Flight Services, Inc.",13898,OPF,15167,TEB,2025
0.00,27Q,"Jet Aviation Flight Services, Inc.",13898,OPF,15447,UGN,2025
0.00,27Q,"Jet Aviation Flight Services, Inc.",14027,PBI,10519,BCT,2025
0.00,27Q,"Jet Aviation Flight Services, Inc.",14027,PBI,10800,BUR,2025
0.00,27Q,"Jet Aviation Flight Services, Inc.",14027,PBI,13232,MDW,2025
0.00,27Q,"Jet Aviation Flight Services, Inc.",14027,PBI,13303,MIA,2025
0.00,27Q,"Jet Aviation Flight Services, Inc.",14027,PBI,13398,MMU,2025
0.00,27Q,"Jet Aviation Flight Services, Inc.",14027,PBI,13898,OPF,2025
0.00,27Q,"Jet Aviation Flight Services, Inc.",14027,PBI,13898,OPF,2025
0.00,27Q,"Jet Aviation Flight Services, Inc.",14027,PBI,13898,OPF,2025
0.00,27Q,"Jet Aviation Flight Services, Inc.",14027,PBI,14685,SAV,2025
0.00,27Q,"Jet Aviation Flight Services, Inc.",14100,PHL,12197,HPN,2025
0.00,27Q,"Jet Aviation Flight Services, Inc.",14122,PIT,10540,BED,2025
0.00,27Q,"Jet Aviation Flight Services, Inc.",14252,PSC,14831,SJC,2025
0.00,27Q,"Jet Aviation Flight Services, Inc.",14262,PSP,15447,UGN,2025
0.00,27Q,"Jet Aviation Flight Services, Inc.",14320,PWK,13232,MDW,2025
0.00,27Q,"Jet Aviation Flight Services, Inc.",14320,PWK,13232,MDW,2025
0.00,27Q,"Jet Aviation Flight Services, Inc.",14524,RIC,14027,PBI,2025
0.00,27Q,"Jet Aviation Flight Services, Inc.",14530,RIL,10325,APA,2025
0.00,27Q,"Jet Aviation Flight Services, Inc.",14530,RIL,10372,ASE,2025
0.00,27Q,"Jet Aviation Flight Services, Inc.",14530,RIL,11292,DEN,2025
0.00,27Q,"Jet Aviation Flight Services, Inc.",14679,SAN,13232,MDW,2025
0.00,27Q,"Jet Aviation Flight Services, Inc.",14685,SAV,15167,TEB,2025
0.00,27Q,"Jet Aviation Flight Services, Inc.",14689,SBA,14262,PSP,2025
0.00,27Q,"Jet Aviation Flight Services, Inc.",14712,SCF,14771,SFO,2025
0.00,27Q,"Jet Aviation Flight Services, Inc.",14771,SFO,10559,BFI,2025
0.00,27Q,"Jet Aviation Flight Services, Inc.",14771,SFO,10800,BUR,2025
0.00,27Q,"Jet Aviation Flight Services, Inc.",14771,SFO,14831,SJC,2025
0.00,27Q,"Jet Aviation Flight Services, Inc.",14792,SGR,11259,DAL,2025
0.00,27Q,"Jet Aviation Flight Services, Inc.",14831,SJC,10800,BUR,2025
0.00,27Q,"Jet Aviation Flight Services, Inc.",14831,SJC,13476,MRY,2025
0.00,27Q,"Jet Aviation Flight Services, Inc.",14831,SJC,13796,OAK,2025
0.00,27Q,"Jet Aviation Flight Services, Inc.",14831,SJC,13988,OXR,2025
0.00,27Q,"Jet Aviation Flight Services, Inc.",14831,SJC,14252,PSC,2025
0.00,27Q,"Jet Aviation Flight Services, Inc.",14831,SJC,14771,SFO,2025
0.00,27Q,"Jet Aviation Flight Services, Inc.",14869,SLC,14530,RIL,2025
0.00,27Q,"Jet Aviation Flight Services, Inc.",14986,SRQ,12197,HPN,2025
0.00,27Q,"Jet Aviation Flight Services, Inc.",14986,SRQ,12264,IAD,2025
0.00,27Q,"Jet Aviation Flight Services, Inc.",14986,SRQ,13898,OPF,2025
0.00,27Q,"Jet Aviation Flight Services, Inc.",14986,SRQ,15628,VRB,2025
0.00,27Q,"Jet Aviation Flight Services, Inc.",14996,SSI,10329,APF,2025
0.00,27Q,"Jet Aviation Flight Services, Inc.",15020,STP,11259,DAL,2025
0.00,27Q,"Jet Aviation Flight Services, Inc.",15030,SUA,13898,OPF,2025
0.00,27Q,"Jet Aviation Flight Services, Inc.",15070,SWF,13398,MMU,2025
0.00,27Q,"Jet Aviation Flight Services, Inc.",15167,TEB,10257,ALB,2025
0.00,27Q,"Jet Aviation Flight Services, Inc.",15167,TEB,10329,APF,2025
0.00,27Q,"Jet Aviation Flight Services, Inc.",15167,TEB,11618,EWR,2025
0.00,27Q,"Jet Aviation Flight Services, Inc.",15167,TEB,12197,HPN,2025
0.00,27Q,"Jet Aviation Flight Services, Inc.",15167,TEB,12197,HPN,2025
0.00,27Q,"Jet Aviation Flight Services, Inc.",15167,TEB,12197,HPN,2025
0.00,27Q,"Jet Aviation Flight Services, Inc.",15167,TEB,12244,HVN,2025
0.00,27Q,"Jet Aviation Flight Services, Inc.",15167,TEB,12992,LIT,2025
0.00,27Q,"Jet Aviation Flight Services, Inc.",15167,TEB,13296,MHT,2025
0.00,27Q,"Jet Aviation Flight Services, Inc.",15167,TEB,14530,RIL,2025
0.00,27Q,"Jet Aviation Flight Services, Inc.",15167,TEB,14986,SRQ,2025
0.00,27Q,"Jet Aviation Flight Services, Inc.",15167,TEB,15346,TSS,2025
0.00,27Q,"Jet Aviation Flight Services, Inc.",15167,TEB,15346,TSS,2025
0.00,27Q,"Jet Aviation Flight Services, Inc.",15167,TEB,15447,UGN,2025
0.00,27Q,"Jet Aviation Flight Services, Inc.",15167,TEB,15447,UGN,2025
0.00,27Q,"Jet Aviation Flight Services, Inc.",15346,TSS,15167,TEB,2025
0.00,27Q,"Jet Aviation Flight Services, Inc.",15447,UGN,12197,HPN,2025
0.00,27Q,"Jet Aviation Flight Services, Inc.",15447,UGN,13232,MDW,2025
0.00,27Q,"Jet Aviation Flight Services, Inc.",15447,UGN,13232,MDW,2025
0.00,27Q,"Jet Aviation Flight Services, Inc.",15447,UGN,13232,MDW,2025
0.00,27Q,"Jet Aviation Flight Services, Inc.",15447,UGN,14262,PSP,2025
0.00,27Q,"Jet Aviation Flight Services, Inc.",15447,UGN,14320,PWK,2025
0.00,27Q,"Jet Aviation Flight Services, Inc.",15618,VNY,10559,BFI,2025
0.00,27Q,"Jet Aviation Flight Services, Inc.",15618,VNY,10561,BFL,2025
0.00,27Q,"Jet Aviation Flight Services, Inc.",15618,VNY,10800,BUR,2025
0.00,27Q,"Jet Aviation Flight Services, Inc.",15618,VNY,11503,EGE,2025
0.00,27Q,"Jet Aviation Flight Services, Inc.",15618,VNY,12892,LAX,2025
0.00,27Q,"Jet Aviation Flight Services, Inc.",15628,VRB,12264,IAD,2025
0.00,27Q,"Jet Aviation Flight Services, Inc.",15769,WJF,15618,VNY,2025
0.00,2NQ,LIMA NY Corp d/b/a Fly The Whale,10613,BID,15855,WST,2025
0.00,2O,Island Air Service,10056,A43,10278,ALZ,2025
0.00,2O,Island Air Service,10056,A43,10324,AOS,2025
0.00,2O,Island Air Service,10056,A43,10324,AOS,2025
0.00,2O,Island Air Service,10056,A43,10324,AOS,2025
0.00,2O,Island Air Service,10056,A43,11513,EHR,2025
0.00,2O,Island Air Service,10056,A43,12509,JLA,2025
0.00,2O,Island Air Service,10056,A43,12782,KPR,2025
0.00,2O,Island Air Service,10056,A43,12782,KPR,2025
0.00,2O,Island Air Service,10056,A43,12782,KPR,2025
0.00,2O,Island Air Service,10056,A43,12785,KPY,2025
0.00,2O,Island Air Service,10056,A43,12785,KPY,2025
0.00,2O,Island Air Service,10056,A43,12785,KPY,2025
0.00,2O,Island Air Service,10056,A43,12854,KWP,2025
0.00,2O,Island Air Service,10056,A43,12854,KWP,2025
0.00,2O,Island Air Service,10056,A43,12869,KZB,2025
0.00,2O,Island Air Service,10056,A43,12869,KZB,2025
0.00,2O,Island Air Service,10056,A43,15091,SYB,2025
0.00,2O,Island Air Service,10056,A43,15091,SYB,2025
0.00,2O,Island Air Service,10056,A43,15091,SYB,2025
0.00,2O,Island Air Service,10056,A43,15446,UGI,2025
0.00,2O,Island Air Service,10324,AOS,10056,A43,2025
0.00,2O,Island Air Service,12869,KZB,10056,A43,2025
0.00,2O,Island Air Service,15091,SYB,10056,A43,2025
0.00,37Q,"Eastern Air Express, LLC (EAX)",10155,ACT,11726,FOE,2025
0.00,37Q,"Eastern Air Express, LLC (EAX)",10423,AUS,14307,PVD,2025
0.00,37Q,"Eastern Air Express, LLC (EAX)",10466,AZA,10559,BFI,2025
0.00,37Q,"Eastern Air Express, LLC (EAX)",10559,BFI,14683,SAT,2025
0.00,37Q,"Eastern Air Express, LLC (EAX)",10599,BHM,14683,SAT,2025
0.00,37Q,"Eastern Air Express, LLC (EAX)",10781,BTR,10868,CAE,2025
0.00,37Q,"Eastern Air Express, LLC (EAX)",10785,BTV,13342,MKE,2025
0.00,37Q,"Eastern Air Express, LLC (EAX)",10849,BZN,10423,AUS,2025
0.00,37Q,"Eastern Air Express, LLC (EAX)",11027,CKB,13341,MKC,2025
0.00,37Q,"Eastern Air Express, LLC (EAX)",11042,CLE,11267,DAY,2025
0.00,37Q,"Eastern Air Express, LLC (EAX)",11049,CLL,11540,ELP,2025
0.00,37Q,"Eastern Air Express, LLC (EAX)",11049,CLL,13341,MKC,2025
0.00,37Q,"Eastern Air Express, LLC (EAX)",11049,CLL,13796,OAK,2025
0.00,37Q,"Eastern Air Express, LLC (EAX)",11066,CMH,13198,MCI,2025
0.00,37Q,"Eastern Air Express, LLC (EAX)",11267,DAY,12264,IAD,2025
0.00,37Q,"Eastern Air Express, LLC (EAX)",11423,DSM,14696,SBN,2025
0.00,37Q,"Eastern Air Express, LLC (EAX)",11618,EWR,11049,CLL,2025
0.00,37Q,"Eastern Air Express, LLC (EAX)",11697,FLL,13303,MIA,2025
0.00,37Q,"Eastern Air Express, LLC (EAX)",11884,GEG,13342,MKE,2025
0.00,37Q,"Eastern Air Express, LLC (EAX)",11953,GNV,13303,MIA,2025
0.00,37Q,"Eastern Air Express, LLC (EAX)",12007,GTR,11996,GSP,2025
0.00,37Q,"Eastern Air Express, LLC (EAX)",12007,GTR,14492,RDU,2025
0.00,37Q,"Eastern Air Express, LLC (EAX)",12264,IAD,11267,DAY,2025
0.00,37Q,"Eastern Air Express, LLC (EAX)",12266,IAH,10185,AEX,2025
0.00,37Q,"Eastern Air Express, LLC (EAX)",12339,IND,11003,CID,2025
0.00,37Q,"Eastern Air Express, LLC (EAX)",12339,IND,11057,CLT,2025
0.00,37Q,"Eastern Air Express, LLC (EAX)",12884,LAN,12339,IND,2025
0.00,37Q,"Eastern Air Express, LLC (EAX)",12892,LAX,11603,EUG,2025
0.00,37Q,"Eastern Air Express, LLC (EAX)",12896,LBB,10155,ACT,2025
0.00,37Q,"Eastern Air Express, LLC (EAX)",13139,LYH,14492,RDU,2025
0.00,37Q,"Eastern Air Express, LLC (EAX)",13198,MCI,11066,CMH,2025
0.00,37Q,"Eastern Air Express, LLC (EAX)",13198,MCI,11267,DAY,2025
0.00,37Q,"Eastern Air Express, LLC (EAX)",13198,MCI,11423,DSM,2025
0.00,37Q,"Eastern Air Express, LLC (EAX)",13198,MCI,11637,FAR,2025
0.00,37Q,"Eastern Air Express, LLC (EAX)",13232,MDW,11618,EWR,2025
0.00,37Q,"Eastern Air Express, LLC (EAX)",13232,MDW,12896,LBB,2025
0.00,37Q,"Eastern Air Express, LLC (EAX)",13244,MEM,14683,SAT,2025
0.00,37Q,"Eastern Air Express, LLC (EAX)",13303,MIA,11267,DAY,2025
0.00,37Q,"Eastern Air Express, LLC (EAX)",13303,MIA,11697,FLL,2025
0.00,37Q,"Eastern Air Express, LLC (EAX)",13303,MIA,11697,FLL,2025
0.00,37Q,"Eastern Air Express, LLC (EAX)",13303,MIA,12278,ICT,2025
0.00,37Q,"Eastern Air Express, LLC (EAX)",13303,MIA,13296,MHT,2025
0.00,37Q,"Eastern Air Express, LLC (EAX)",13341,MKC,13198,MCI,2025
0.00,37Q,"Eastern Air Express, LLC (EAX)",13342,MKE,12264,IAD,2025
0.00,37Q,"Eastern Air Express, LLC (EAX)",13796,OAK,14730,SDF,2025
0.00,37Q,"Eastern Air Express, LLC (EAX)",13871,OMA,12945,LEX,2025
0.00,37Q,"Eastern Air Express, LLC (EAX)",13931,ORF,14683,SAT,2025
0.00,37Q,"Eastern Air Express, LLC (EAX)",14492,RDU,11995,GSO,2025
0.00,37Q,"Eastern Air Express, LLC (EAX)",14492,RDU,13232,MDW,2025
0.00,37Q,"Eastern Air Express, LLC (EAX)",14683,SAT,10155,ACT,2025
0.00,37Q,"Eastern Air Express, LLC (EAX)",14683,SAT,10423,AUS,2025
0.00,37Q,"Eastern Air Express, LLC (EAX)",14683,SAT,10559,BFI,2025
0.00,37Q,"Eastern Air Express, LLC (EAX)",14683,SAT,11066,CMH,2025
0.00,37Q,"Eastern Air Express, LLC (EAX)",14683,SAT,13543,MWA,2025
0.00,37Q,"Eastern Air Express, LLC (EAX)",14696,SBN,13198,MCI,2025
0.00,37Q,"Eastern Air Express, LLC (EAX)",14730,SDF,10821,BWI,2025
0.00,37Q,"Eastern Air Express, LLC (EAX)",14761,SFB,14683,SAT,2025
0.00,37Q,"Eastern Air Express, LLC (EAX)",14869,SLC,10559,BFI,2025
0.00,37Q,"Eastern Air Express, LLC (EAX)",15074,SWO,10599,BHM,2025
0.00,37Q,"Eastern Air Express, LLC (EAX)",15249,TLH,11953,GNV,2025
0.00,37Q,"Eastern Air Express, LLC (EAX)",15304,TPA,14492,RDU,2025
